created_at;Time;E/L;Broker id;Broker name
17.05.2021;12:02:03;L;3243;Broker1
17.05.2021;12:02:44;L;3243;Broker1
17.05.2021;12:02:44;L;3243;Broker1
17.05.2021;12:02:52;L;3243;Broker1
17.05.2021;12:03:23;L;3243;Broker1
17.05.2021;12:03:41;L;3243;Broker1
17.05.2021;12:05:47;L;3243;Broker1
17.05.2021;12:06:43;L;3243;Broker1
17.05.2021;12:14:54;L;3243;Broker1
17.05.2021;12:20:38;L;3243;Broker1
17.05.2021;12:21:10;L;3243;Broker1
17.05.2021;12:25:27;L;3243;Broker1
17.05.2021;12:40:34;L;3243;Broker1
17.05.2021;12:41:24;L;3243;Broker1
17.05.2021;12:41:56;L;3243;Broker1
17.05.2021;12:55:41;L;3243;Broker1
17.05.2021;12:58:56;L;3243;Broker1
17.05.2021;13:03:25;L;3243;Broker1
17.05.2021;13:05:00;L;3243;Broker1
17.05.2021;13:22:40;L;3243;Broker1
17.05.2021;13:32:56;L;3243;Broker1
17.05.2021;13:40:07;L;3243;Broker1
17.05.2021;13:54:53;L;3243;Broker1
17.05.2021;14:05:57;L;3243;Broker1
17.05.2021;14:08:47;L;3243;Broker1
17.05.2021;14:21:09;L;3243;Broker1
17.05.2021;14:26:00;L;3243;Broker1
17.05.2021;20:01:42;L;3243;Broker1
17.05.2021;20:59:40;L;3243;Broker1
17.05.2021;22:46:04;L;3243;Broker1
18.05.2021;0:07:59;L;3243;Broker1
18.05.2021;2:41:03;L;3243;Broker1
18.05.2021;5:00:54;L;3243;Broker1
18.05.2021;5:46:55;L;3243;Broker1
18.05.2021;9:03:00;L;3243;Broker1
18.05.2021;9:38:41;L;3243;Broker1
18.05.2021;11:44:49;L;3243;Broker1
18.05.2021;12:21:52;L;3243;Broker1
18.05.2021;12:25:07;L;3243;Broker1
18.05.2021;12:25:22;L;3243;Broker1
18.05.2021;12:25:28;L;3243;Broker1
18.05.2021;12:25:35;L;3243;Broker1
18.05.2021;12:26:02;L;3243;Broker1
18.05.2021;12:26:11;L;3243;Broker1
18.05.2021;12:30:36;L;3243;Broker1
18.05.2021;12:31:41;L;3243;Broker1
18.05.2021;12:31:53;L;3243;Broker1
18.05.2021;12:35:55;L;3243;Broker1
18.05.2021;12:36:13;L;3243;Broker1
18.05.2021;12:36:28;L;3243;Broker1
18.05.2021;12:37:07;L;3243;Broker1
18.05.2021;12:37:14;L;3243;Broker1
18.05.2021;12:37:31;L;3243;Broker1
18.05.2021;12:38:12;L;3243;Broker1
18.05.2021;12:38:30;L;3243;Broker1
18.05.2021;12:40:08;L;3243;Broker1
18.05.2021;12:43:22;L;3243;Broker1
18.05.2021;12:43:38;L;3243;Broker1
18.05.2021;12:48:50;L;3243;Broker1
18.05.2021;14:02:00;L;3243;Broker1
18.05.2021;14:02:02;L;3243;Broker1
18.05.2021;14:02:49;L;3243;Broker1
18.05.2021;14:04:04;L;3243;Broker1
18.05.2021;14:05:52;L;3243;Broker1
18.05.2021;14:06:06;L;3243;Broker1
18.05.2021;14:07:23;L;3243;Broker1
18.05.2021;14:08:30;L;3243;Broker1
18.05.2021;14:09:30;L;3243;Broker1
18.05.2021;14:10:53;L;3243;Broker1
18.05.2021;14:11:12;L;3243;Broker1
18.05.2021;14:13:20;L;3243;Broker1
18.05.2021;14:13:25;L;3243;Broker1
18.05.2021;14:13:40;L;3243;Broker1
18.05.2021;14:13:41;L;3243;Broker1
18.05.2021;14:16:27;L;3243;Broker1
18.05.2021;14:16:30;L;3243;Broker1
18.05.2021;14:16:57;L;3243;Broker1
18.05.2021;14:16:58;L;3243;Broker1
18.05.2021;14:18:30;L;3243;Broker1
18.05.2021;14:19:09;L;3243;Broker1
18.05.2021;14:19:33;L;3243;Broker1
18.05.2021;14:19:49;L;3243;Broker1
18.05.2021;14:20:16;L;3243;Broker1
18.05.2021;14:20:24;L;3243;Broker1
18.05.2021;14:21:22;L;3243;Broker1
18.05.2021;14:21:58;L;3243;Broker1
18.05.2021;14:22:19;L;3243;Broker1
18.05.2021;14:22:37;L;3243;Broker1
18.05.2021;14:23:12;L;3243;Broker1
18.05.2021;14:23:22;L;3243;Broker1
18.05.2021;14:25:34;L;3243;Broker1
18.05.2021;14:26:05;L;3243;Broker1
18.05.2021;14:26:31;L;3243;Broker1
18.05.2021;14:31:16;L;3243;Broker1
18.05.2021;14:31:59;L;3243;Broker1
18.05.2021;14:34:04;L;3243;Broker1
18.05.2021;14:35:21;L;3243;Broker1
18.05.2021;14:36:55;L;3243;Broker1
18.05.2021;14:39:21;L;3243;Broker1
18.05.2021;14:41:04;L;3243;Broker1
18.05.2021;14:44:10;L;3243;Broker1
18.05.2021;14:45:00;L;3243;Broker1
18.05.2021;14:48:29;L;3243;Broker1
18.05.2021;14:48:45;L;3243;Broker1
18.05.2021;14:48:55;L;3243;Broker1
18.05.2021;14:49:51;L;3243;Broker1
18.05.2021;14:51:47;L;3243;Broker1
18.05.2021;14:53:09;L;3243;Broker1
18.05.2021;14:53:33;L;3243;Broker1
18.05.2021;14:53:38;L;3243;Broker1
18.05.2021;14:54:57;L;3243;Broker1
18.05.2021;14:55:26;L;3243;Broker1
18.05.2021;14:55:42;L;3243;Broker1
18.05.2021;14:56:32;L;3243;Broker1
18.05.2021;14:57:29;L;3243;Broker1
18.05.2021;14:57:39;L;3243;Broker1
18.05.2021;14:57:51;L;3243;Broker1
18.05.2021;15:00:01;L;3243;Broker1
18.05.2021;15:02:45;L;3243;Broker1
18.05.2021;15:04:07;L;3243;Broker1
18.05.2021;15:04:18;L;3243;Broker1
18.05.2021;15:04:47;L;3243;Broker1
18.05.2021;15:04:55;L;3243;Broker1
18.05.2021;15:05:13;L;3243;Broker1
19.05.2021;0:00:52;L;3243;Broker1
19.05.2021;0:09:18;L;3243;Broker1
19.05.2021;0:14:23;L;3243;Broker1
19.05.2021;0:22:34;L;3243;Broker1
19.05.2021;0:42:03;L;3243;Broker1
19.05.2021;0:56:06;L;3243;Broker1
19.05.2021;1:47:13;L;3243;Broker1
19.05.2021;2:09:00;L;3243;Broker1
19.05.2021;2:26:31;L;3243;Broker1
19.05.2021;3:00:19;L;3243;Broker1
19.05.2021;3:14:08;L;3243;Broker1
19.05.2021;3:18:08;L;3243;Broker1
19.05.2021;3:20:41;L;3243;Broker1
19.05.2021;3:21:57;L;3243;Broker1
19.05.2021;3:38:26;L;3243;Broker1
19.05.2021;3:43:44;L;3243;Broker1
19.05.2021;4:07:31;L;3243;Broker1
19.05.2021;4:30:06;L;3243;Broker1
19.05.2021;12:08:36;L;3243;Broker1
19.05.2021;12:08:55;L;3243;Broker1
19.05.2021;12:09:14;L;3243;Broker1
19.05.2021;12:09:19;L;3243;Broker1
19.05.2021;12:09:42;L;3243;Broker1
19.05.2021;12:10:25;L;3243;Broker1
19.05.2021;12:12:01;L;3243;Broker1
19.05.2021;12:13:55;L;3243;Broker1
19.05.2021;12:19:08;L;3243;Broker1
19.05.2021;12:23:49;L;3243;Broker1
19.05.2021;12:24:05;L;3243;Broker1
19.05.2021;12:25:23;L;3243;Broker1
19.05.2021;12:25:29;L;3243;Broker1
19.05.2021;12:27:13;L;3243;Broker1
19.05.2021;12:32:13;L;3243;Broker1
19.05.2021;12:38:03;L;3243;Broker1
19.05.2021;12:42:17;L;3243;Broker1
19.05.2021;12:48:22;L;3243;Broker1
19.05.2021;12:52:24;L;3243;Broker1
19.05.2021;13:02:26;L;3243;Broker1
19.05.2021;13:10:00;L;3243;Broker1
19.05.2021;13:10:53;L;3243;Broker1
19.05.2021;13:13:23;L;3243;Broker1
19.05.2021;13:14:31;L;3243;Broker1
19.05.2021;13:17:31;L;3243;Broker1
19.05.2021;13:23:07;L;3243;Broker1
19.05.2021;13:25:38;L;3243;Broker1
19.05.2021;13:33:24;L;3243;Broker1
19.05.2021;13:35:00;L;3243;Broker1
19.05.2021;13:35:05;L;3243;Broker1
19.05.2021;13:35:28;L;3243;Broker1
19.05.2021;13:36:35;L;3243;Broker1
19.05.2021;13:36:40;L;3243;Broker1
19.05.2021;13:36:45;L;3243;Broker1
19.05.2021;13:36:50;L;3243;Broker1
19.05.2021;13:37:51;L;3243;Broker1
19.05.2021;13:42:00;L;3243;Broker1
19.05.2021;13:43:05;L;3243;Broker1
19.05.2021;13:43:11;L;3243;Broker1
19.05.2021;13:43:58;L;3243;Broker1
19.05.2021;13:46:48;L;3243;Broker1
19.05.2021;13:50:30;L;3243;Broker1
19.05.2021;13:54:27;L;3243;Broker1
19.05.2021;13:54:50;L;3243;Broker1
19.05.2021;13:55:56;L;3243;Broker1
19.05.2021;13:56:45;L;3243;Broker1
19.05.2021;14:04:37;L;3243;Broker1
19.05.2021;14:08:57;L;3243;Broker1
19.05.2021;14:10:10;L;3243;Broker1
19.05.2021;14:11:51;L;3243;Broker1
19.05.2021;14:15:41;L;3243;Broker1
19.05.2021;14:16:27;L;3243;Broker1
19.05.2021;14:25:50;L;3243;Broker1
19.05.2021;14:27:02;L;3243;Broker1
19.05.2021;14:27:11;L;3243;Broker1
19.05.2021;14:29:18;L;3243;Broker1
19.05.2021;14:31:15;L;3243;Broker1
19.05.2021;14:36:32;L;3243;Broker1
19.05.2021;14:38:57;L;3243;Broker1
19.05.2021;14:43:26;L;3243;Broker1
19.05.2021;14:46:27;L;3243;Broker1
19.05.2021;14:51:41;L;3243;Broker1
19.05.2021;14:55:01;L;3243;Broker1
19.05.2021;14:57:55;L;3243;Broker1
19.05.2021;14:59:39;L;3243;Broker1
19.05.2021;15:02:14;L;3243;Broker1
19.05.2021;15:03:55;L;3243;Broker1
19.05.2021;15:12:55;L;3243;Broker1
19.05.2021;15:16:26;L;3243;Broker1
19.05.2021;15:22:48;L;3243;Broker1
19.05.2021;15:23:43;L;3243;Broker1
19.05.2021;15:25:09;L;3243;Broker1
19.05.2021;15:35:51;L;3243;Broker1
19.05.2021;15:55:53;L;3243;Broker1
19.05.2021;16:13:37;L;3243;Broker1
19.05.2021;16:15:13;L;3243;Broker1
19.05.2021;16:15:19;L;3243;Broker1
19.05.2021;16:17:31;L;3243;Broker1
19.05.2021;16:19:20;L;3243;Broker1
19.05.2021;18:07:16;L;3243;Broker1
19.05.2021;19:00:51;L;3243;Broker1
19.05.2021;20:01:02;L;3243;Broker1
19.05.2021;21:09:21;L;3243;Broker1
19.05.2021;21:11:44;L;3243;Broker1
20.05.2021;1:38:42;L;3243;Broker1
20.05.2021;1:48:50;L;3243;Broker1
20.05.2021;2:18:42;L;3243;Broker1
20.05.2021;2:20:23;L;3243;Broker1
20.05.2021;2:35:04;L;3243;Broker1
20.05.2021;4:06:06;L;3243;Broker1
20.05.2021;4:18:19;L;3243;Broker1
20.05.2021;4:41:41;L;3243;Broker1
20.05.2021;7:04:38;L;3243;Broker1
20.05.2021;8:29:09;L;3243;Broker1
20.05.2021;9:47:00;L;3243;Broker1
20.05.2021;11:22:10;L;3243;Broker1
20.05.2021;11:43:58;L;3243;Broker1
20.05.2021;11:56:12;L;3243;Broker1
20.05.2021;11:56:18;L;3243;Broker1
20.05.2021;11:56:55;L;3243;Broker1
20.05.2021;12:01:10;L;3243;Broker1
20.05.2021;12:02:21;L;3243;Broker1
20.05.2021;12:31:54;L;3243;Broker1
20.05.2021;12:36:20;L;3243;Broker1
20.05.2021;12:36:35;L;3243;Broker1
20.05.2021;12:49:22;L;3243;Broker1
20.05.2021;13:06:45;L;3243;Broker1
20.05.2021;13:18:51;L;3243;Broker1
20.05.2021;13:18:53;L;3243;Broker1
20.05.2021;13:26:46;L;3243;Broker1
20.05.2021;13:30:27;L;3243;Broker1
20.05.2021;13:31:46;L;3243;Broker1
20.05.2021;13:32:30;L;3243;Broker1
20.05.2021;13:36:12;L;3243;Broker1
20.05.2021;13:37:11;L;3243;Broker1
20.05.2021;13:37:19;L;3243;Broker1
20.05.2021;13:44:26;L;3243;Broker1
20.05.2021;13:45:05;L;3243;Broker1
20.05.2021;13:49:48;L;3243;Broker1
20.05.2021;13:59:58;L;3243;Broker1
20.05.2021;14:04:01;L;3243;Broker1
20.05.2021;14:10:35;L;3243;Broker1
20.05.2021;14:11:29;L;3243;Broker1
20.05.2021;14:12:54;L;3243;Broker1
20.05.2021;14:14:04;L;3243;Broker1
20.05.2021;14:19:28;L;3243;Broker1
20.05.2021;14:23:02;L;3243;Broker1
20.05.2021;14:27:18;L;3243;Broker1
20.05.2021;14:29:39;L;3243;Broker1
20.05.2021;14:30:02;L;3243;Broker1
20.05.2021;14:30:05;L;3243;Broker1
20.05.2021;14:30:41;L;3243;Broker1
20.05.2021;14:32:21;L;3243;Broker1
20.05.2021;14:33:14;L;3243;Broker1
20.05.2021;14:33:42;L;3243;Broker1
20.05.2021;14:34:09;L;3243;Broker1
20.05.2021;14:35:29;L;3243;Broker1
20.05.2021;14:35:36;L;3243;Broker1
20.05.2021;14:38:18;L;3243;Broker1
20.05.2021;14:38:38;L;3243;Broker1
20.05.2021;14:39:26;L;3243;Broker1
20.05.2021;14:39:50;L;3243;Broker1
20.05.2021;14:40:34;L;3243;Broker1
20.05.2021;14:42:29;L;3243;Broker1
20.05.2021;14:50:27;L;3243;Broker1
20.05.2021;14:51:42;L;3243;Broker1
20.05.2021;14:51:59;L;3243;Broker1
20.05.2021;14:52:47;L;3243;Broker1
20.05.2021;14:52:56;L;3243;Broker1
20.05.2021;14:53:35;L;3243;Broker1
20.05.2021;14:53:40;L;3243;Broker1
20.05.2021;14:54:57;L;3243;Broker1
20.05.2021;14:55:45;L;3243;Broker1
20.05.2021;14:58:01;L;3243;Broker1
20.05.2021;14:58:05;L;3243;Broker1
20.05.2021;14:58:19;L;3243;Broker1
20.05.2021;14:59:14;L;3243;Broker1
20.05.2021;14:59:16;L;3243;Broker1
20.05.2021;14:59:24;L;3243;Broker1
20.05.2021;14:59:43;L;3243;Broker1
20.05.2021;14:59:58;L;3243;Broker1
20.05.2021;15:00:27;L;3243;Broker1
20.05.2021;15:01:52;L;3243;Broker1
20.05.2021;15:03:05;L;3243;Broker1
20.05.2021;15:04:22;L;3243;Broker1
20.05.2021;15:05:08;L;3243;Broker1
20.05.2021;15:05:32;L;3243;Broker1
20.05.2021;15:07:27;L;3243;Broker1
20.05.2021;15:07:47;L;3243;Broker1
20.05.2021;15:12:22;L;3243;Broker1
20.05.2021;15:13:40;L;3243;Broker1
20.05.2021;15:14:02;L;3243;Broker1
20.05.2021;15:17:16;L;3243;Broker1
20.05.2021;15:18:41;L;3243;Broker1
20.05.2021;15:18:45;L;3243;Broker1
20.05.2021;15:21:05;L;3243;Broker1
20.05.2021;15:21:26;L;3243;Broker1
20.05.2021;15:25:21;L;3243;Broker1
20.05.2021;15:27:26;L;3243;Broker1
20.05.2021;15:30:25;L;3243;Broker1
20.05.2021;15:31:38;L;3243;Broker1
20.05.2021;15:32:53;L;3243;Broker1
21.05.2021;0:09:35;L;3243;Broker1
21.05.2021;1:04:37;L;3243;Broker1
21.05.2021;1:47:06;L;3243;Broker1
21.05.2021;4:31:55;L;3243;Broker1
21.05.2021;6:04:25;L;3243;Broker1
21.05.2021;7:01:39;L;3243;Broker1
21.05.2021;9:01:27;L;3243;Broker1
21.05.2021;9:28:53;L;3243;Broker1
21.05.2021;11:19:42;L;3243;Broker1
21.05.2021;12:02:10;L;3243;Broker1
21.05.2021;12:17:20;L;3243;Broker1
21.05.2021;12:42:47;L;3243;Broker1
21.05.2021;12:51:03;L;3243;Broker1
21.05.2021;13:09:43;L;3243;Broker1
21.05.2021;14:06:46;L;3243;Broker1
21.05.2021;14:10:38;L;3243;Broker1
21.05.2021;14:36:15;L;3243;Broker1
21.05.2021;15:18:25;L;3243;Broker1
21.05.2021;15:19:57;L;3243;Broker1
21.05.2021;15:44:05;L;3243;Broker1
21.05.2021;16:05:50;L;3243;Broker1
21.05.2021;16:17:30;L;3243;Broker1
21.05.2021;16:50:45;L;3243;Broker1
21.05.2021;16:53:17;L;3243;Broker1
21.05.2021;17:02:25;L;3243;Broker1
21.05.2021;17:05:40;L;3243;Broker1
21.05.2021;17:23:47;L;3243;Broker1
21.05.2021;17:34:47;L;3243;Broker1
21.05.2021;17:35:30;L;3243;Broker1
21.05.2021;18:11:03;L;3243;Broker1
21.05.2021;18:36:12;L;3243;Broker1
21.05.2021;18:36:29;L;3243;Broker1
21.05.2021;19:22:55;L;3243;Broker1
21.05.2021;19:47:07;L;3243;Broker1
21.05.2021;19:55:59;L;3243;Broker1
21.05.2021;20:04:54;L;3243;Broker1
21.05.2021;20:06:29;L;3243;Broker1
21.05.2021;20:11:07;L;3243;Broker1
21.05.2021;20:19:35;L;3243;Broker1
21.05.2021;20:21:15;L;3243;Broker1
21.05.2021;20:35:10;L;3243;Broker1
21.05.2021;20:36:26;L;3243;Broker1
21.05.2021;20:41:17;L;3243;Broker1
21.05.2021;21:22:58;L;3243;Broker1
21.05.2021;21:25:06;L;3243;Broker1
21.05.2021;21:32:55;L;3243;Broker1
21.05.2021;21:57:01;L;3243;Broker1
21.05.2021;22:08:46;L;3243;Broker1
21.05.2021;22:46:43;L;3243;Broker1
22.05.2021;0:05:12;L;3243;Broker1
22.05.2021;0:14:21;L;3243;Broker1
22.05.2021;0:14:29;L;3243;Broker1
22.05.2021;0:14:35;L;3243;Broker1
22.05.2021;0:16:11;L;3243;Broker1
22.05.2021;0:35:16;L;3243;Broker1
22.05.2021;0:40:20;L;3243;Broker1
22.05.2021;0:45:12;L;3243;Broker1
22.05.2021;1:12:51;L;3243;Broker1
22.05.2021;1:14:40;L;3243;Broker1
22.05.2021;1:51:36;L;3243;Broker1
22.05.2021;1:52:55;L;3243;Broker1
22.05.2021;1:54:23;L;3243;Broker1
22.05.2021;2:01:20;L;3243;Broker1
22.05.2021;2:04:09;L;3243;Broker1
22.05.2021;2:04:55;L;3243;Broker1
22.05.2021;2:09:47;L;3243;Broker1
22.05.2021;2:17:50;L;3243;Broker1
22.05.2021;2:38:40;L;3243;Broker1
22.05.2021;2:43:51;L;3243;Broker1
22.05.2021;2:45:23;L;3243;Broker1
22.05.2021;2:57:05;L;3243;Broker1
22.05.2021;2:59:07;L;3243;Broker1
22.05.2021;3:03:20;L;3243;Broker1
22.05.2021;3:46:26;L;3243;Broker1
22.05.2021;5:01:44;L;3243;Broker1
22.05.2021;5:16:52;L;3243;Broker1
22.05.2021;5:23:42;L;3243;Broker1
22.05.2021;7:58:04;L;3243;Broker1
22.05.2021;11:49:42;L;3243;Broker1
22.05.2021;12:05:11;L;3243;Broker1
22.05.2021;12:15:09;L;3243;Broker1
22.05.2021;12:48:38;L;3243;Broker1
22.05.2021;13:00:29;L;3243;Broker1
22.05.2021;13:20:33;L;3243;Broker1
22.05.2021;13:26:25;L;3243;Broker1
22.05.2021;13:35:05;L;3243;Broker1
22.05.2021;13:49:57;L;3243;Broker1
22.05.2021;13:51:12;L;3243;Broker1
22.05.2021;13:57:04;L;3243;Broker1
22.05.2021;14:01:13;L;3243;Broker1
